event_category,event_start,event_end,event_datetime,Time,Event URL
Tegnefilm/Animation,2026-04-29,2026-04-29,2026-04-29 11:30:00,11.30,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19880466
Science Fiction,2026-04-29,2026-04-29,2026-04-29 11:50:00,11.50,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19880551
Action/Drama,2026-04-29,2026-04-29,2026-04-29 12:00:00,See description,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19884424
Action/Drama,2026-04-29,2026-04-29,2026-04-29 12:30:00,12.30,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19879632
Action/Drama,2026-04-29,2026-04-29,2026-04-29 12:40:00,12.40,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19884511
Andet motionstilbud,2026-04-29,2026-04-29,2026-04-29 12:00:00,See description,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19815317
Andre Film,2026-04-29,2026-04-29,2026-04-29 12:00:00,See description,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19847774
Tegnefilm/Animation,2026-04-29,2026-04-29,2026-04-29 14:15:00,14.15,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19884430
Skydning,2026-04-29,2026-04-29,2026-04-29 14:20:00,14.20,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19815251
Omvisning,2026-04-29,2026-04-29,2026-04-29 12:00:00,See description,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19701085
Foredrag,2026-04-29,2026-04-29,2026-04-29 12:00:00,See description,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19868799
Dokumentar,2026-04-29,2026-04-29,2026-04-29 15:15:00,15.15,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19878896
"Ketchersport, Børn",2026-04-29,2026-04-29,2026-04-29 12:00:00,See description,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19907670
Andre Film,2026-04-29,2026-04-29,2026-04-29 21:10:00,21.10,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19658283
Action/Drama,2026-04-29,2026-04-29,2026-04-29 16:30:00,16.30,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19848123
Andre Film,2026-04-29,2026-04-29,2026-04-29 12:00:00,See description,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19847680
"Danseundervisning, Børn",2026-04-29,2026-04-29,2026-04-29 17:55:00,17.55,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19815074
"Andet motionstilbud, Børn",2026-04-29,2026-04-29,2026-04-29 12:00:00,See description,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19815320
Møder,2026-04-29,2026-04-29,2026-04-29 12:00:00,See description,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19410771
Andet,2026-04-29,2026-04-29,2026-04-29 20:30:00,20.30,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19335758
Møder,2026-04-29,2026-04-29,2026-04-29 12:00:00,See description,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19553944
Foredrag,2026-04-29,2026-04-29,2026-04-29 17:30:00,17:30,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19653336
For børn,2026-04-29,2026-04-29,2026-04-29 17:30:00,17.30,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19815380
Gymnastik/aerobic,2026-04-29,2026-04-29,2026-04-29 12:00:00,See description,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19815476
"Danseundervisning, Børn",2026-04-29,2026-04-29,2026-04-29 18:05:00,18.05,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19815292
"Kampsporttræning, Børn",2026-04-29,2026-04-29,2026-04-29 18:30:00,18.30,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19815596
Håndboldkamp,2026-04-29,2026-04-29,2026-04-29 18:30:00,18.30,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19862937
Andet motionstilbud,2026-04-29,2026-04-29,2026-04-29 18:30:00,18.30,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19815656
Andre Film,2026-04-29,2026-04-29,2026-04-29 12:00:00,See description,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19720412
Foredrag,2026-04-29,2026-04-29,2026-04-29 21:30:00,21.30,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19587046
Komedie/Romantik,2026-04-29,2026-04-29,2026-04-29 19:30:00,19.30,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19786672
Møder,2026-04-29,2026-04-29,2026-04-29 19:30:00,19.30,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19774354
Rock/Pop,2026-04-29,2026-04-29,2026-04-29 12:00:00,See description,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19906763
Andet motionstilbud,2026-04-29,2026-04-29,2026-04-29 12:00:00,See description,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19815621
"Danseundervisning, Børn",2026-04-29,2026-04-29,2026-04-29 20:10:00,20.10,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19815118
Komedie/Romantik,2026-04-29,2026-04-29,2026-04-29 12:00:00,See description,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19879669
Thriller/Gyser,2026-04-29,2026-04-29,2026-04-29 21:15:00,21.15,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19879672
Action/Drama,2026-04-29,2026-04-29,2026-04-29 21:15:00,21.15,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19880480
Jazz,2026-04-30,2026-04-30,2026-04-30 12:00:00,See description,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19896807
Workshop,2026-04-30,2026-04-30,2026-04-30 17:00:00,17:00,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19741660
Vandretur/stavgang,2026-04-30,2026-04-30,2026-04-30 17:00:00,17:00,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19896444
Andet motionstilbud,2026-04-30,2026-04-30,2026-04-30 12:00:00,See description,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19819004
Fitness/styrketræning,2026-04-30,2026-04-30,2026-04-30 09:30:00,09.30,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19817983
Andet motionstilbud,2026-04-30,2026-04-30,2026-04-30 09:30:00,09.30,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19818397
Andet motionstilbud,2026-04-30,2026-04-30,2026-04-30 09:30:00,09.30,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19818245
Vandretur/stavgang,2026-04-30,2026-04-30,2026-04-30 11:30:00,11.30,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19817991
Møder,2026-04-30,2026-04-30,2026-04-30 12:00:00,See description,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19850378
Andet motionstilbud,2026-04-30,2026-04-30,2026-04-30 10:15:00,10.15,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19818479
Danseundervisning,2026-04-30,2026-04-30,2026-04-30 12:00:00,See description,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19818802
Tegnefilm/Animation,2026-04-30,2026-04-30,2026-04-30 11:30:00,11.30,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19906140
Tegnefilm/Animation,2026-04-30,2026-04-30,2026-04-30 11:30:00,11.30,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19907225
Komedie/Romantik,2026-04-30,2026-04-30,2026-04-30 12:00:00,See description,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19906979
Ekskursion,2026-04-30,2026-04-30,2026-04-30 12:00:00,See description,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19626371
Gymnastik/aerobic,2026-04-30,2026-04-30,2026-04-30 12:15:00,12.15,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19819002
Action/Drama,2026-04-30,2026-04-30,2026-04-30 12:15:00,12.15,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19888109
Komedie/Romantik,2026-04-30,2026-04-30,2026-04-30 12:30:00,12.30,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19870978
Action/Drama,2026-04-30,2026-04-30,2026-04-30 12:40:00,12.40,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19888108
Action/Drama,2026-04-30,2026-04-30,2026-04-30 13:45:00,13.45,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19906457
Andre Film,2026-04-30,2026-04-30,2026-04-30 12:00:00,See description,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19890563
Action/Drama,2026-04-30,2026-04-30,2026-04-30 18:20:00,18.20,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19906566
Møder,2026-04-30,2026-04-30,2026-04-30 12:00:00,See description,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19484319
Møder,2026-04-30,2026-04-30,2026-04-30 15:30:00,15.30,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19772054
Andet motionstilbud,2026-04-30,2026-04-30,2026-04-30 12:00:00,See description,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19818266
"Andet motionstilbud, Børn",2026-04-30,2026-04-30,2026-04-30 12:00:00,See description,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19828776
Lyrik/oplæsning,2026-04-30,2026-04-30,2026-04-30 16:30:00,16.30,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19346276
Andre Film,2026-04-30,2026-04-30,2026-04-30 12:00:00,See description,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19890477
Science Fiction,2026-04-30,2026-04-30,2026-04-30 21:10:00,21.10,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19905944
"Andet motionstilbud, Børn",2026-04-30,2026-04-30,2026-04-30 17:45:00,17.45,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19818104
Gospel/Kor/Fællessang,2026-04-30,2026-04-30,2026-04-30 17:45:00,17.45,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19863887
"Kampsporttræning, Børn",2026-04-30,2026-04-30,2026-04-30 12:00:00,See description,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19818890
Anden forestilling,2026-04-30,2026-04-30,2026-04-30 18:45:00,18.45,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19748325
"Ketchersport, Børn",2026-04-30,2026-04-30,2026-04-30 17:15:00,17.15,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19819131
"Kampsporttræning, Børn",2026-04-30,2026-04-30,2026-04-30 17:30:00,17.30,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19818772
"Ketchersport, Børn",2026-04-30,2026-04-30,2026-04-30 17:30:00,17.30,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19818267
"Danseundervisning, Børn",2026-04-30,2026-04-30,2026-04-30 17:30:00,17.30,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19818345
Møder,2026-04-30,2026-04-30,2026-04-30 17:30:00,17.30,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19709337
"Kampsporttræning, Børn",2026-04-30,2026-04-30,2026-04-30 18:30:00,18.30,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19818207
"Andet motionstilbud, Børn",2026-04-30,2026-04-30,2026-04-30 18:30:00,18.30,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19818557
Foredrag,2026-04-30,2026-04-30,2026-04-30 18:30:00,18.30,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19397132
Action/Drama,2026-04-30,2026-04-30,2026-04-30 12:00:00,See description,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19768781
Action/Drama,2026-04-30,2026-04-30,2026-04-30 12:00:00,See description,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19890727
